x_cord,z_cord
6.0,1.0
70.07090314064882,37.24242188271495
134.45572311341456,72.92412539191824
199.15037885921453,108.04101844600847
264.1507413747315,142.58875182101937
329.4527820747181,176.562806289754
395.05250105467394,209.95845818636423
460.9459275944313,242.77078468172905
527.1290895648374,274.9946533996208
593.5980879339683,306.6247628744746
660.3490113991156,337.6556040662464
727.3778194665792,368.0814128086874
794.6805948931096,397.89629099397683
862.2532915722467,427.09409545467497
930.0919689704479,455.6685451692298
998.1925440505706,483.6131173454093
1066.5508835902401,510.92109340168264
1135.1627938472595,537.5855591949896
1204.0241057997578,563.5994411405242
1273.1302832011122,588.9553639359443
1342.4769852639724,613.6458682219975
1412.0596700148465,637.6632653343564
1481.8736838719742,660.9996775496887
1551.9142500026592,683.6470400554867
1622.1764579356536,705.5971038434426
1692.6552531007683,726.8414390645249
1763.3454262430805,747.3714388643295
1834.2416113806007,767.1783261113837
1905.3382472873163,786.253150556445
1976.6295989069954,804.5868035479074
2048.1097301450695,822.1700195704012
2119.772495755856,838.9933839544228
2191.6115302683725,855.0473404947622
2263.6202369079683,870.3221998589206
2335.791776546752,884.8081488324516
2408.1190567202993,898.4952604479226
2480.594686545631,911.3734991634863
2553.2111184551927,923.4327593184568
2625.9603854864595,934.662833820319
2698.8342747361608,945.0534612107625
2771.824267722969,954.5943317479541
2844.921530886672,963.2751037447008
2918.116906565296,971.0854210670077
2991.4009045311313,978.0149318172394
3064.763694171918,984.0533082197471
3138.1950974083247,989.1902677195012
3211.6845255741673,993.4155923825906
3285.2212030625587,996.7191648474122
3358.7938168861047,999.090973186763
3432.3907465129278,1000.5211508694169
3506.0,1001.0000000000002
3579.6092570523037,1000.5211508231052
3653.2061863916624,999.0909731020146
3726.778800368245,996.71916471498
3800.31544956379,993.4155936562591
3873.804914212643,989.1902669787245
3947.236303863328,984.0533083693647
4020.599085773303,978.0149326748201
4093.8830796533016,971.085422454087
4167.078521001289,963.2750978944406
4240.175778461094,954.5943259863866
4313.165694563355,945.0534654064563
4386.039528290114,934.6628466237147
4458.788756885514,923.4327792929306
4531.405162691562,911.3735250786928
4603.880823566636,898.4952824127198
4676.208102953845,884.8081723287071
4748.379742733711,870.3222040615581
4820.388383963122,855.0473591760614
4892.2273742812995,838.9934137323249
4963.890111302421,822.170057683863
5035.370224736759,804.5868479168779
5106.661565436874,786.2531997613016
5177.758194384292,767.1783793019433
5248.654371641075,747.3714964490863
5319.344743964792,726.8414399329265
5389.823538812875,705.5971048413953
5460.085746334013,683.6470412199916
5530.126312285307,660.9996788132232
5599.940326358574,637.6632665663805
5669.523011684306,613.64586929196
5738.869714465729,588.9553647793424
5807.975893745089,563.5994413099986
5876.837111301858,537.5855955421664
5945.449021153557,510.921130938152
6013.807383329509,483.6131467503028
6081.90799106285,455.6685617865371
6149.746718985178,427.09409095030674
6217.319495793449,397.89625131447036
6284.622294821245,368.08136155537557
6351.651124686454,337.6555415489671
6418.4020200011255,306.6247121054066
6484.871032127447,274.9945948202539
6551.054219960433,242.7707120226107
6616.947492842807,209.95846125908417
6682.547212123491,176.5628092757366
6747.849253521641,142.58875450488338
6812.849673227584,108.04099046770634
6877.544362881937,72.92407822402636
6941.9292327640105,37.24234578723046
7006.0,1.0
